audiocap_id,youtube_id,start_time,style_caption
88395,oy2b5i_4-20,0,"A chatty lady and a cat's meow, sounds like a sitcom duo."
31736,DJVEiFFUB6g,250,A woman's voice in a frying pan symphony.
88391,oxs8A0Cdwwc,30,"Waves crash, wind whooshes, mother nature's jazz band."
46139,MDoHzN4CYYg,11,"Motor hums, vibrates like a giant mechanical bumblebee."
82996,kxZQJiOLSqE,20,"Train horn honks, it's the locomotive's way of saying Hello!"
82999,kxirwP8Idn0,20,"Man speaks, coughs, then laughs – contagious comedy."
46131,MDSDhWhWfL8,140,"Train runs, then honks like it's late to the horn party."
46130,MDRJ8icmjgI,350,"A snoring animal, probably dreaming of being a vacuum cleaner."
53631,R8pcOO_A2uE,0,Nearby whistle: Sherlock Holmes just found a clue!
97152,vfbOX5T8YDk,30,"Steam hiss, gears crank, it's Thomas the Tank Engine's older cousin!"
28561,Bals78LmH5w,150,Giggles shared between children and their human jungle gym.
54544,RmJE9uVdgAk,23,"Man yells, ducks gossiping behind his back."
270,-5weqk40jaI,17,Wind and rain battling for the microphone spotlight.
19972,7PFt6ML7enY,50,"Child cries, adult responds – a classic family opera."
19971,7PBpJ4Uizfw,30,"Sirens wail, horn honks – urban musical chairs!"
273,-62RXhX5GZk,30,"Dog grunts, man speaks – Canine & Co podcast recording."
274,-64ZmjOBlE8,20,Water playing peekaboo with the faucet.
275,-65gZY_yF3o,17,"Helicopter drums, bird squeaks – nature's got talent!"
276,-668dhzzDQE,30,Car engines rev in their high-speed choir practice.
277,-67q0yYR0zk,24,Chatty crowd and a dog giving its two barks' worth.
278,-68677bCJWM,16,Angry cat hisses while woman laughs – feline stand-up gone wrong!
279,-68L7q5JlL4,30,Wind against microphone: car racing with the sound barrier!
16707,5sfQQb6HpSc,210,Whistle stops when man speaks: an accidental referee summoning!
16706,5seYj-vSnEc,140,"Men talk, car revs, siren joins – an action movie soundtrack!"
16701,5sWgFNwk5zY,20,Gunshot fires while others chat in the background – Wild West business meeting.
16700,5sTt2AMCjSA,30,Speedy car squeals its tires: getting ready for date night!
16703,5sZnJLp9We4,2,Siren whizzes past: it's racing to save the day!
16702,5sXK2pdYAwg,20,Woman hiccups; contagious laughter outbreak follows.
88023,ogXzNVUU3Xk,20,Coughing duo followed by mom-child heart-to-heart talk.
12019,3qPzSfovVmk,70,Truck engine running then suddenly decides to become a sled.
12018,3qPBmioT8Fo,30,"Dog whimpers, man speaks - sounds like a therapy session for pups."
88025,og_JH9cxUeg,30,"Tiny frogs, big karaoke night."
12015,3qNSaQnzWUs,30,"Wind, horse, man - an equestrian weather report!"
12014,3qKmsP6BPXM,30,Car engine's inner lion roar!
12017,3qOswVO4sb0,30,"Man speaks, everyone listens."
12016,3qOK68-L2cU,140,"Tiny engines, giant aircraft liftoff!"
12011,3qA8qMYz3Xw,30,"Cheering crowd, speakers, and party thumps!"
12010,3q94RIeQJ9Q,30,"Woman speaks, dog barks - Morse code tapping!"
12013,3qKKDuwStA8,40,Human vs. paper: The crumple chronicles.
12012,3qC6_t1bjjw,21,"Ladies gossip, dog pants, squeaky whistles."
17258,689OVglGxKE,30,"Vehicle explodes to cheering audience, announcer goes wild!"
17259,68AJ_1alYNg,310,Man speaks while bees hold a conference.
100014,xpRBnXZnRm0,370,Man speaks before the great crinkle-off.
64677,YkWrXaJNpn4,320,Power tool buzzes with electric excitement.
100012,xpF_Jeaj7cs,6,Man laughs at swooshing splash disaster!
64671,YkQ12wpHeUc,0,Bird tweet choir rehearsal.
100010,xpCI-rEY1kM,140,"Woman talks, toilet joins the symphony."
100011,xpE3LXuhJS8,210,Power drill starts a buzz band!
17250,67qTV1MDXhc,100,"Bell chimes, it's dinner time!"
17251,67r_mSftdjk,30,Woman speech: Ear captivation station.
17252,67rvn9HIZsM,10,"Birds, water, footsteps - Nature's Orchestra!"
17253,67tVU2CeweE,30,Domestic bird's melodic solo performance.
17254,67yhKQpwvjo,30,Spraying conversations and a ringing twist!
17255,67zyxZb-wQM,340,Clapping for the lady with words of wisdom.
17256,6813SgG-6Rk,8,The spooky door creaks open saga!
17257,6850oZZoeb8,60,Traffic news with clicking sound effects!
63024,XbTazhNR5Cc,20,Kid-woman chit-chat garnished with laughter.
10709,3JNjTAf04rc,30,Farmyard meetings: people talk while pigs oink.
10708,3JLBP8VnukU,12,Whimpering dog auditions for a soap opera.
9258,2i8L8v2NTsY,30,Speech day for the voice maestro!
9259,2i8w_CZEprk,0,"Water performs ballet, wind whispers, and a dog auditioning for a drama."
10703,3JAjNVImec4,340,Energetic fans cheer and cars play catch me if you can.
9257,2i82jVZy1pk,100,"Mysterious sound, kids giggle like a comedy scene background score."
10701,3J9nGJ5dmsI,30,Motorcycle impersonating an action movie escape scene.
10700,3J7NzRVaixM,7,"Wind gossiping, engine growling, tires scream for attention."
9252,2hyT23nJm_4,150,Chatty ladies tag-teaming with a baby's adorable commentary.
9253,2i-sTS4rNgs,30,A big engine idling like a cat's purring on steroids.
9250,2hxTX4mb0bY,30,Man speaks while motor hums and water beatboxes rhythmically.
9251,2hxyWkenHI4,270,"Rap echoes in a room, chatterbox crowd forms the background choir."
101352,yuqiS8rSp64,30,Helicopter's whooshing lullaby hovering nearby.
21619,8Cscq1H9Lng,130,Vehicle playing Fast and Furious: Neighborhood Edition.
21618,8Cpw8deghns,150,"Crinkle noise, man narrates life of a potato chip bag."
21614,8ClpqdlMMTE,50,Tiny dog's melodramatic opera performance.
21617,8Cpu6HuZppw,50,Sneezing sound like an impromptu trumpet solo.
21616,8CpkuIJ1aQg,30,Man speaking as if he's an audio encyclopedia.
21611,8CdmbbBcx14,430,Kids debate: superhero showdown in the background.
21610,8C_A2FOG02E,30,"Bell chimes and car starts, announcing Adventure Time."
21613,8Cl-_ONJOes,30,Man channels his inner radio announcer.
21612,8Cex_va7-8U,17,Horse walks on creaky wood while man talks like an Old Western movie.
80275,ixaVHv5vqlw,10,Lady snickers at snoring and mysterious metal orchestra ensues.
19397,77fe_-5zCmM,20,"Man speaks, cat steals the show, then dramatic effects kick in."
42089,JaFx0FqcMRo,0,Engine hums while lady talks and unexpected burp joins the party.
45448,LkXhkR4lTS4,30,Human podcast providing non-stop entertainment.
19396,77eV2YFJwgc,50,Gun fires like an action sequence with a side of floor ping pong.
45445,LkXILk5okJg,200,Liquid river flows accompanied by kitchenware percussionists.
45442,LkPH8_fJ7Ls,120,Little boy speaks as plastic packaging wrestles with itself.
45443,LkQIhNz1o9Q,30,Keyboard's tap dance performance with finger assistance.
45440,LkNOOWFKHD8,30,Chattering humans star in The Waterpark Chronicles.
62368,XB-lOd-HH1o,30,Birdsong choir accompanies man's TED talk.
54540,RmAsVtD8qzw,30,"Train hissing, pretending to be a giant snake on tracks."
19394,77_C3AMGp1k,160,"Water fills a basin, young man's speech echoes like a philosopher pondering life's aquatic mysteries. "
48620,Nnt49h9kSuQ,60,"A man speaks, a chaotic symphony of glass shuffling, wood clanking, and the grand finale of liquid pouring. "
19393,77ZFT8HuVq0,30,"A boat motor runs, then accelerates; water splashes like an aquatic race for marine supremacy. "
19392,77YX1V-mPcY,70,"Bubbly sounds and splashing water, Mother Nature's most popular Jacuzzi party soundtrack. "
48622,Nnv7ImgNAEg,30,"Hissing, bells and horn honking - the grand opening of a snake-operated circus. "
19391,77W8716C44A,30,"A frog croaking, nature's jukebox playing its greatest hit single. "
46861,MgHh1iN_8fk,100,"Sewing machine squeaks and knocks, fighting for attention in the Fabric Olympics. "
58074,UA5_5uj4iIw,0,"Machine motors whirring, wooden boards clacking like a robotic tap dance show. "
19390,77VHwpyq6xo,30,"A dog barks during human conversation, offering unfiltered canine commentary on their gossip. "
58072,U9ySkH80BU8,20,Water runs into sink as someone speaks; a live podcast for plumbers. 
48627,No4tP84-NvI,110,Clanking and brief speech: an avant-garde take on modern communication techniques. 
90310,qNsnip5tvsg,440,"Crowd laughs at a person talking; stand-up comedy at its finest, or an embarrassing wardrobe malfunction? "
62360,XASclzoqguI,250,"Woman talks as food sizzles, the ultimate cooking show soundtrack. "
90313,qNxytjnLbOE,30,"Train engine chugs rhythmically, auditioning for a spot in the mechanical jazz band. "
90314,qO0P57aZBiw,30,"Steam engine hisses heavily on railroad tracks, nature's steamiest locomotive sauna experience."
90317,qOA4vLvHHn8,80,Growling dogs join woman's talk; a live debate on canine-human relations.
91074,qzy-KWlmlgc,30,"Spray triggered, the epic starting pistol for race of tiny droplets."
54542,RmF5uH_SuKQ,40,"Engines idling nearby, the motorized meditation retreat begins."
43263,KLGJt-Q65RA,40,Birds chirp and people speak; a heated debate in Mother Nature's language club.
82440,kZ6h5EYl6fs,150,Roaring engine and loud shout; an automotive exclamation mark.
13058,4I2KlSyijz4,330,Men chat and audience laughs amid faucet waterflow; sounds like Comedy Night at Plumber's Pub.
13059,4IF49XmNCaw,50,Toilet flushes and water flows; nature calls on hold.
13052,4HtkTDr342c,30,Man speaks as water gurgles; discussing the latest aqua-news sensation.
13053,4HxIyosr-AM,200,Man narrates over plane engines and instrumental tunes; a high-flying storytelling adventure.
13050,4HrtJcJc174,30,Woman gives speech; the verbal Oscar goes to...
13051,4Hs1yZu1GAU,520,Sizzling food and clanging dishes as woman speaks; culinary concert or live dinner theater?
13056,4HzAuSA8Syk,60,Foreign language chatter meets train horn: the Transcontinental Linguistic Express.
13057,4I0SfHz97Ag,150,Applause and man's speech: an oratorical standing ovation soundtrack.
13054,4Hy1t6KBY4o,520,Vehicle honks its horn while driving; honk if you love comedic road trips!
13055,4Hz53AafH7s,480,Motor slows down: when machines need their beauty sleep too.
54170,RX7gmpgfnYs,30,"Man talks while spraying, probably trying to multitask. "
54172,RXE39pZXG3M,4,"Referee whistles after slams, someone's playing aggressive musical chairs. "
54173,RXE4HGOTQWI,20,"Phone rings, two men chat, probably gossiping. "
33714,EN_D3UzTfqE,30,"An engine vibrates loudly nearby, then wind blows – nature's bass drop. "
54178,RXNZ-0Wteno,30,"Traffic jam soundtrack: honk, honk...honk! "
54179,RXPij7peR3I,4,"Singing, talking, then a bang – impromptu karaoke night? "
94541,tdWWY6SoqlY,30,Zen bus: slows and decelerates in silence. 
94540,tdUv86s7PMw,30,Engine and frogs – a mechanical/croaky orchestra. 
94544,tdZk4rxpSlc,30,Whimpering dog begs for comedy career. 
94546,tdfz7W9xNIw,10,"Wind, car horn, talking – chaotic weather reporter scene. "
62084,WxuCynzEntQ,590,"Metallic clangs, when pots and pans form a band. "
20258,7XQZvjD_Ww0,30,Tiny motor vibrates like a caffeinated bumblebee. 
20259,7XSDamG_R38,30,Engine struggles to start – it's not a morning person either. 
40321,ISTN_64MVnA,100,Electronic beeping – a lonely robot seeks friends. 
20252,7XCSZi0rS5E,550,"Baby laughs, man speaks – stand-up comedy for infants. "
20253,7XCaCkHgkZM,30,Meowing cat demands to be an opera star. 
20250,7X3i7llSK9U,190,Train horn concert passing through town. 
20251,7XAySrozWrk,30,Small room choir practice: cozy harmonies. 
20256,7XKwZAmhdrg,30,Bus idles as passengers discuss conspiracy theories. 
20257,7XL--db_qQ4,30,Bell and train horn duet: an unconventional love story. 
20254,7XChPEYFWpA,40,People chat while bees quietly buzz; it's a pollination party! 
44424,L5gAhon3a68,290,Person talks while RC engine auditions for The Voice. 
44423,L5fq5D1Uces,12,"Wind blows, bird sings, engine roars – the great outdoors mixtape. "
40963,Is4oH0_g21U,30,Sheep bleats and objects hit; farmyard percussion session? 
40960,IryLRJ2P_qQ,0,Insect buzzes intermittently – a tiny aerial comedian. 
40961,Is0jFNep7kY,240,Fast rubbing before speech – warming up for an epic monologue? 
29767,CEzwcZnypSY,30,Man speaks as crowd whispers: gossip or secret admirers? 
29761,CEgyXSAygiw,0,"Explosions, gunfire; action movie audio experience! "
29760,CEggxDcgEHc,70,Metal clashes and man speaks: blacksmith podcast? 
29763,CEnhuZ5Rm_Q,30,Birds chirp as nature rustles a sitcom laugh track.
1177,#NAME?,120,"Man talks, ceramic breaks - pottery class gone wrong!"
1176,#NAME?,0,A robot with hiccups or mechanical beep?
1175,#NAME?,30,Barnyard party soundtrack - animal noises!
1173,#NAME?,30,Sneezing lady gives cold news report.
1172,#NAME?,30,Cooking show: Woman speaks over sizzling pan.
1171,#NAME?,30,Gossip interrupted by angry car horn.
1170,#NAME?,0,Train horn: an impatient musical instrument.
23507,998RhGRlp1c,30,Roof tap-dancing competition: the rain edition.
23506,995vcjHHtZc,26,Personal space invasion: the pushback.
23504,994l_hUXlCM,30,Bird choir backup for a talking man.
16883,5yAi2mLckGE,30,Duck-quack commentary on ladies' conversation.
23502,98yzDuNZqjk,30,Steady engine: boat or car? Mystery!
1179,#NAME?,20,Motor's noisy massage chair impression.
1178,#NAME?,310,Action movie background noise: gunfire!
27619,B9JPdSzZXvc,4,"Door slides open, suspense thickens."
27618,B9J303z3ICM,270,Toilet gossip with a splash of flush.
27617,B9Hlx2G4ADc,30,"Engine idling, then revving up for party!"
27616,B9F7ijiMaxs,30,Kids' convo ends in contagious laughter.
27615,B98GzVyBEH8,30,"Urban symphony: distant speech, traffic, door."
27614,B97t6blNHnA,30,Engine's meditation: idling consistency.
27613,B94vwFIqTUQ,350,Multi-tasking pro: man speaks and types.
27612,B9-LyMdFE4I,190,Woodworking ASMR: sanding and cracking.
27611,B8xK_lJFsRw,30,Bus ride storytime: people chat away.
27610,B8t0JMx0vyk,450,Waterfall simulation: indoor edition.
97938,wEXFa9wRSn0,90,Global music and water party splashdown!
59038,UrSXp3cd3tw,200,"Sci-fi ambience: engine hums, crackling clicks."
97931,wEDtBaumjH8,30,Train horn tells a hilarious joke!
97930,wEDditLGJwg,60,"Object shuffle, explosions, man chuckles - chaos!"
16881,5y4pi2ShzhY,9,Explosion commentary by Mr. Obvious Man.
97746,w5xqAI6Ev40,20,Clanking toilet flush musical ensemble.
12833,4C2yBknu3ZM,320,"Loud church bells chime, a wake-up call from Heaven itself."
12832,4C-Abooz-OA,30,"A tiny engine pulls chains, the world's smallest prisoner escape."
12830,4BwQL9lW7A4,1,Vibrating noise: the sound of an overcaffeinated cellphone.
8549,2Qh9AFPNq50,8,"Dogs bark and people chatter, a neighborhood drama unfolds."
12836,4C6JkAoRyVk,0,"Horses neigh and birds chirp, nature's orchestra in harmony."
12835,4C5_pfsrp3Q,190,Wing-flapping birds gossiping in bird language.
12834,4C4dfeDruIw,10,"Snoring, creating a lullaby for insomniacs."
8545,2QZSUAQMHqk,30,"Motor hums, faint talk, gunshot - an action movie scene in real life."
8544,2QXhTsNhzIQ,340,A distant train horn - the soundtrack of a Wild West showdown.
12839,4C7zRL0dVgE,30,The unmistakable hiss of an aerosol can fight.
12838,4C7XyQgZ_8I,30,"Thump and chirping, the secret handshake of wildlife."
8541,2QTH4_WQlgg,0,"Toilet flushes, ladies laugh - a comedy show in the restroom."
8540,2QLhxtgqvU8,40,"Man speaks, electrical hums and liquid pouring: Frankenstein's bartending career."
8543,2QXBc5C7Ut0,30,Mother-daughter talk show goes live.
92260,rsfXfpnLfeE,29,"Frogs croaking in chorus, nature's beatbox session."
74016,ePDemSpE3Ho,280,"Emergency sirens and horns, an apocalyptic dance party."
92267,rt-0CEbzL2k,470,"High pitch ring, clank & rustle - haunted wind chimes."
92264,rsrZOjkQ3rY,140,"Rubbing, drilling sounds - DIY weekend warriors at work."
92265,rswivgQdpFA,10,Man-child whistling duet fills the air.
92268,rt0-hh8NqSo,60,"Roosters crow, wings flap: morning news is here!"
92269,rt0Ksg7zpow,40,"Engine revs, tires squeal: Fast & Furious auditions in progress."
66504,_-sns7INCWo,50,Rustling speech with white noise: whispers in a snowstorm.
85179,mZRsCN0ygaM,360,Water runs as paper rips: documentation destruction party!
53634,R8z8J9klk70,0,Shuffled camera and clang: candid ghost photography fail.
50410,OzmtIGIsh7Y,30,Man speaks as sewing machine sputters: Fashion Police interrogation.
66508,_0GMVllsIy4,30,Soft cooing pigeons stage a bird coup with pecks and coos.
23127,8xfX6p4e1ZI,30,Clip-clop horse trot: nature's high heels strutting by.
50415,OzvXPl848dw,100,A man speaks amidst dry scraping and sanding: carpentry debate club.
23126,8xah8J3bWis,100,Phone rings interrupting man-woman conversation: talk show's surprise caller!
16887,5yFBvLbq1XA,30,Faucet water running – nature's attempt at ASMR.
54304,RbrSbC-bGY0,20,Birds chime as the wind plays conductor.
88394,oy-nvX8f8nY,340,"Never-ending drill, a dentist's dream soundtrack."
55621,SUF1l9xmZ-A,30,"Engine revs, then idles like a haunted chainsaw."
55627,SUTOf4oOJRE,50,Loud engine idling: monster's stomach growls.
55626,SUNjVhN08fE,230,Man chats with babbling brook.
22678,8j7q3t8ie10,30,Objects shift; beep signals alien invasion.
22679,8jF5KAS1LkI,170,Gossipy seamstresses invade the sewing machine.
22676,8j6uc8DEzWA,0,"Man speaks, and bangs applaud his words."
82995,kxY_Asbi1wI,80,"Water splashes, man grunts: aquatic wrestling match."
22674,8j5gWsCQ3_4,19,Woman's speech triggers crowd's cheering frenzy.
22675,8j69QB0y4Cw,360,Stealthy vehicle tiptoes by.
22672,8ixP67tAOXs,0,"Fast cars, furious sound effects."
22673,8j-jFjOn_4A,0,Wind tickles woman into laughter.
22670,8itRcDYjTiw,30,Traffic's musical accompaniment to man's monologue.
22671,8itzyk-WgP0,30,"Frog choir: chirping soloist, cricket backup singers."
15555,5MVE73rP6R8,30,Jumbo engine zooms down a highway raceway. 
16884,5yAnVjPDShU,29,Sirens wail as cars join the chase.
15554,5MSE1-YlVfc,30,"Lady talks, laughter ensues, cat auditions for opera."
60908,W8BDM_jth3Y,540,Click-clacking keyboard underscores man's speech.
15557,5MXhhFv6AMo,70,Toilet flush: nature's waterfall imitation.
40373,IU9Z_7GsYNM,30,Wind conducts symphony in tunnel.
15556,5MWchKu240k,340,Barky dog and accented woman form laugh-inducing duo.
8295,2KLSmeAXUHU,15,Engine revving: a mechanical lion's roar.
85175,mZCsDKLUDQY,470,Motorcycles' vrooming chorus accompanies nearby chatter.
15550,5MIXgA43C0M,4,"Speaking, splashing, clapping, and laughs: pool party soundtrack!"
65268,Z9yyGhM_9qw,200,"Buzzing bugs, distant quacks, and man's muffled commentary."
15553,5MRDu6qgla0,55,Chatty crowd meets siren surprise guest appearance. 
75536,fXUT4w2jCWs,130,Engine roars; helicopter blades join in harmony. 
15552,5MQaessPo-0,560,Car engines' cacophony of purring metal cats. 
65262,Z9aB-SFDnwk,310,Man chats with door's slam punctuation mark.
46132,MDW5VlmaGjA,0,"Engine revving, the car speeds by like a caffeinated squirrel."
393,-8v6KSVvQrc,30,"Man talks, backside spray gives a wet applause."
392,-8uTrn1Y85U,140,Quacking ducks and woman chatting – aquatic dinner party!
391,-8tskHwTfcQ,30,"Dried leaves' crispy dance-off, wind as DJ."
390,-8sR1D7oCic,7,"Racecar accelerates, goes from 0 to heart attack."
397,-8ysWJSrITc,30,"She speaks, words floating on airwaves."
396,-8yNBmjX1bE,30,"Gossip relay: women talk, then kids chime in."
395,-8yCp5GagJA,500,"Faucet runs, tap turns into mini-waterfall."
394,-8xXKLBLOnc,70,"Drill motor whirs, dentist's favorite soundtrack."
399,-8zyGG5y3io,30,"Woman talks to crowd, cameras become paparazzi."
398,-8z7eJDWf9U,30,"Rough idling engine, the car's stomach growls."
92889,sN5B3nfGlZY,10,Fast typing: someone's either hacking or procrastinating.
76868,gW4iTnEvqHA,240,"Car hums, whispers break the serenade."
15558,5MXtSBsWrGs,30,Engine roars to life like a metal lion.
3749,0UlteOknFwI,30,Dog snuffling – canine version of heavy breathing.
3746,0UlXhWYb9Js,0,"Whistle blows, car zooms past chasing dreams."
3747,0UlaI-oeITg,19,Cars passing like urban river flow.
3744,0UjmiLcmMa8,20,"Toilet flushes, stall door sings farewell."
3745,0Ukop25AhEc,0,"Burp-le-laugh combo, Mother Nature's comedy show."
3742,0Ui0shNtHfY,30,Running water gurgles as the woman narrates.
3743,0UjUkHszzZ4,320,"Man speaks, engine starts – a mechanical duet."
3740,0Uf85Z4A7t4,30,"Crying, barking, woman's voice: emotional orchestra."
3741,0UhqGLU3zac,30,Tires spin as if on a wheel of fortune.
57661,Tu0-doXRwUk,10,Rustling and flushing – undercover bathroom operation.
99859,xiEIyeo6R7o,30,Engine accelerates leisurely – it's in no hurry!
57667,TuIfnuhmDq4,50,Computer voice chats with typing fingers.
57666,TuIQg2cJqAs,0,Child sneezes: nose trumpets playing on repeat.
58708,UcYa-1k0Nvc,0,Steam hisses and slide whistle joins in.
99855,xi5tZADVwcw,90,Man talks while bees provide buzzworthy background. 
99856,xi7oWgo-wqM,0,"Screeching, rustling, croaking: nature's gossiping trio."
78247,hUViJ9zgHKw,30,"A squeal, like a scared pig, then a clank as if the pig found pots and pans."
52101,Q4ph8Eyq2Pw,200,"A person chats near an idling engine, wind acting as their gossip partner."
60015,VWLLeNYvxII,30,"Paper crackling, like tiny breakdancers doing flips on the desk."
60017,VWNo6X7aecQ,540,A race car zooms while a man attempts to commentate with subtitles.
60010,VWBLKuEA6EY,5,"A vehicle accelerates, and a man tries to keep up with its speech."
49163,O9tPTmjH_hY,40,Soothing water sounds interrupted by electronic motorboat ruining spa day.
60013,VWKCKIx5vAA,30,Dripping and gurgling water auditioning for a horror movie soundtrack.
68744,aad-tAx1DU0,13,"A mysterious machine hums, possibly plotting world domination."
73334,dtkT2VYNgXA,40,Birds chirping and a person whistling – the start of a musical number.
99011,x2ZyKE89nzw,0,"Child huffs, puffs, coughs, then turns into a mini drama queen."
21930,8MvVwaGPKnI,10,Nature's orchestra plays with birds and crickets while a male conductor speaks.
21931,8MxxgRV8o7U,420,"Man speaks, aquatic chaos ensues, followed by the world's tiniest earthquake."
21932,8MzdJUn9n8U,6,Car starts up like an excited puppy ready for a road trip adventure.
21933,8N-sgJB6Ias,30,"Man talks confidently, then trips over words creating a thud."
21934,8N0pMDO4hsQ,0,A blowout-stricken vehicle enters bird-chirping paradise.
21935,8N4KO96rkdU,30,Miniature mermaid narrates water crashing adventures.
21936,8N5c7JZmKGs,30,Street sound symphony features passing motor vehicle solo and clicking backup singers.
21937,8N5eETeI8Z0,17,"Crying child summons cat shriek; chaos intensifies, mom tries to mediate."
21939,8NAMpUl01ug,200,Wind blows fiercely while two men gossip about that frog's attitude problem.
99993,xodr5wnFQvs,100,Distant traffic revving up for their very own Fast & Furious reenactment.
99992,xobSVmWsS3M,230,The soothing sound of sandpaper tangoing with wood surfaces.
99995,xoeIYiJsPy0,30,Helicopter hums like an oversized mosquito enjoying flight time.
99994,xoeGfFrOSec,30,Man speaks to model airplane convinced it will respond someday.
57087,TVdAI0xaU8s,0,Suspenseful crackling before fireworks put on their explosive show.
57086,TVWqe2XM0o8,20,Gossiping men at the world's loudest underwater tea party.
57080,TVDvmHlcGm0,0,"Door opens close by, unveiling the mystery guest: Mr. Creaky Hinges!"
57088,TVdoDP96590,12,Whistling duel between opera soprano and bass-baritone birds!
69641,bDrPO37cp6M,90,Machine competes against wind in who triggers the siren first race.
31760,DKM2KjNkX18,470,Man speaks to his keyboard hoping it'll type faster under pressure. 
55834,SdzaTL0aJXc,50,Whimsical wind guides contagious laughter into horse-neighing finale.
100190,xzCbpSQgdpI,60,"Car engine revs, followed by a beep that yells slow down!"
19970,7P8x9GIvRJA,30,"Foreign language narration by a woman, I guess I'm lost again."
16709,5siQ3K31KeI,10,Sewing machine's hiccuping performance.
75300,fMGNky979o4,50,"Persistent digital beeping, the robot's lullaby."
16708,5siKASaXYTU,0,Noisy background crescendo ends with animal roar applause.
6819,1ijeSI4LOrU,30,"Birds flap wings, their feathery applause."
6818,1iiFj83VI7M,0,Squeaky comedy routine featuring female laughter and a hoofed sidekick.
102365,ziUoP8L-zkA,230,Aircraft engine's groovy humming concert.
102362,ziO8CGRSZZ8,30,Clicks and bangs: man trying Morse code before frustration sets in.
19975,7PKDrv5WP9o,18,Dog barks a rhythmic duet with thumps.
102360,ziG1mj5gTTo,170,"Aircraft motor's symphony, with faint male whispers."
72456,dHJ0pK27t6k,240,Sizzling food and clanking: culinary orchestra in action!
6811,1iYLIIMgINQ,30,Crowd cheers for motivational speech man.
6810,1iXLWRFE000,30,"Engine idles, contemplating its life choices."
6813,1ibgN7gv1bQ,30,Pigeon's chatty sound medley. 
6812,1iaEDqdYliE,14,Man speaks while cars race by - the urban chorus!
6815,1ie_mPvVJ4A,30,Motorboat engine's aquatic adventure soundtrack.
6814,1icEOZdgkVY,30,Infant's desperate opera performance. 
6817,1ihBVEOfaVE,0,Birds and people - a bilingual nature conversation.
6816,1ih1mXowz1U,0,Stomping animal demands attention.
9757,2vSzoyYcFAA,30,Woman's speech: verbal superhero in action. 
9755,2vNfb9JmJcQ,13,Loud clicks and shuffles: the secret dance party. 
9754,2vNYlboKPQg,30,Fast car brakes - rubber screeching for mercy. 
9753,2vKxkciAFaM,9,"Panting, shuffling dog's canine comedy routine. "
9752,2vJVctVYbMo,30,Wise old man shares ancient secrets (and jokes).
9751,2vIXsl6gICw,30,Struggling engine: Just one more push!
9750,2vHhaU0k_4k,30,Clock's ticking melody punctuated with chimes. 
38384,HDkT9w96tnY,50,Musical instrument battles noisy machine beeps. 
19979,7PQhq0YjusE,30,Wind and panting dog perform nature's ballad. 
9759,2vTVb3LhxXE,210,Dish clanking symphony accompanies old man's storytelling.
9758,2vTS31IeyOY,7,Papers rustling like a gossiping crowd of leaves. 
24146,9SwqisZFZr8,30,"Family sitcom: child sneezes, speaks, mom chimes in. "
