file_name,style_caption_1,style_caption_2,style_caption_3,style_caption_4,style_caption_5
TowerofLondonBeefeater.wav,"A man yells a speech like a human megaphone, while Thor auditions as a carpenter in the background. ","A man shouts his speech, competing with a busy woodpecker's construction project. ",A man speaks as the city plays its urban symphony in the background. ,The human chorus sings near a construction site's metallic percussion ensemble. ,Voices converse amidst rhythmic construction tap dance performances.
walking-wooden-bridge-fall-leafs-creek.wav,"A forest wanderer tip-toeing on wooden planks, trying not to wake up sleepy squirrels.",Booted stomping and muffled chatter: office gossip or Sherlock Holmes on the case?,"A sidewalk promenade: raindrops and footsteps, the free outdoor spa experience.","A mysterious figure crosses creaky floors, background chatter rises—secret agent at a party?",Boot-stomping investigator meets chatty typist—odd couple sitcom in the making!
Canada Geese Squawk on a Pond with a Fountain.wav,"Birds chattering, gossiping over the sound of a nature's orchestra of wind and water.",A chirpy bird symphony interrupted by a goose honking choir.,"Tweeting birds' symphony, joined by geese's honking fanfare.",Seagulls sounding like a squeaky door getting louder and louder.,"Seagulls' noisy party escalates, they must be arguing over fish & chips."
car dragging limb.wav,"A machine rattles, revs, and cruises - it's the roller coaster of the mechanical world.","A rattling machine revs up, leveling off like grandpa's old dentures shaking to life.","A truck accelerates, channeling its inner racecar ambitions with a hefty engine.","A big-engine truck speeds up, proving size does matter in the fast lane.",An engine's hum n' rattle forms an auto-tune while cruising down the road.
Car Driving Interior.wav,"A massive airplane gliding gracefully, pretending to be a tranquil bird in the sky.",A colossal airplane sailing smoothly as if playing peekaboo with the clouds.,"A car window opens, letting in a gusty symphony like an impromptu jazz band on the road.","Clothes dancing in the breeze, accompanied by the soothing lullaby of road noise.","Whispers of wind, road noise, and clothes choreographing their own rhythmic ballet."
Car Engine Idling.wav,Background hums with a lazy robot snoring.,"Steady machine hum, like a robotic metronome.",Machine's epic rap battle: fast chop vs slow chop.,"A smoothly functioning machine, like a robot butler.","Machine plays rapid-fire chopsticks, takes a breather."
dishes rattle.wav,A gate rattles like a defiant prisoner struggling against its chain lock.,"Dinner set jitterbugs on the table, causing a jamboree of clattering cups and plates.",A pole-wielding maestro conducts a symphony of rattling discs and plates.,Earthquake simulator or dinner table shaking? Cups and plates can't tell the difference!,Cart-pulling man transforms warehouse into a creaky amusement park ride.
CAR_WASH.wav,A waterfall's mighty roar sounds like Godzilla gargling while a faint rumble scratches vinyl records. ,"Someone slams a pan, yells cooking advice like an amateur Gordon Ramsay. ",Engine rumbles like a hungry beast while tools sound like someone's playing percussion on kitchenware. ,The subway train's rumble is an underground robot beatboxing competition with increasing intensity. ,Waterfall mimics nature's drum solo with added scratch for a little DJ flair.
Kowloon Park.wav,Bird chirps create a symphony while people march to their beat.,Chatty birds pause for gossiping woman's brief cameo.,"Birds serenade, woman chimes in, then takes a stroll.","Footsteps join bird choir, lady MC's at kiddie playground.",Birds' twittering party disrupted by human passersby's commentary.
gasBubblesNoise.wav,"A bug squad marching through the jungle, sounding like a tiny orchestra on a mission.","A mini mouse DJ, spinning beats in its cardboard club.","Rain pours and birds sing, nature's version of singing in the rain.",Birds gossip softly while a distant car plays catch me if you can.,"Birds whispering sweet melodies, while a faraway car races against the wind."
cars over bridge decking.wav,"Distant door shuts, with a low hum like a fridge hosting a secret meeting.","A metal door slams, the low hum possibly a giant alien bee lurking.","Cargo offloading: truck's ramp becomes a playground slide, highway audience cheers.","Truck unloads cargo on a ramp, with noisy highway providing the soundtrack.","Traffic noise gatecrashes nature's rainy, thunderous, windy symphony."
Wobbling of paper.wav,Papers ruffle like a chorus line of dancing leaves in a gusty breeze.,Shaking a thin metal sheet like an over-caffeinated robot playing the tambourine.,Plastic sheet shaking marathon: an oddly specific workout routine.,Plastic sheet shaking – the forgotten sibling of maracas and rain sticks.,A thin metal sheet's attempt at impersonating Elvis Presley's legendary shimmy.
"Cash Machine, Indoors, Full Transaction.wav","Beep, reel, beep - it's a machine's idea of a catchy tune.","A vending machine jackpot: insert coins, score snacks!","This copier moonlights as a document DJ, scanning the hits.","Vending machine heist: coins in, snacks out, no witnesses.","Beep, reel, beep - the soundtrack of a robot's dreams."
sign hanging on wooden door.wav,"A clumsy indoor walker opens a door, sounding like a one-person wrecking crew.","An indoor stomp-walker opens a door with a bang, channeling their inner Godzilla.","A coat-wearing, key-jangling, door-slamming maestro causing indoor chaos like a symphony of accidents.","A multitasking magician puts on a coat, shuffles keys, and masters the art of doors in this sonic circus.","A table worker transforms into a percussionist with an accidental drop, composing a desk-bound drum solo."
circadas-near-casino.wav,"Birds and wildlife party hard, creating a mixtape of chirps and squeaks.",Wild jam session featuring birds and their backup critter band!,Teeth cleaning: electric edition! Dental DJ spinning the brush.,Insect bush-band performs hiss-and-drone world tour.,"Nighttime insect choir: they don't need sleep, just more solos!"
cats how.wav,"A lovesick cat's screeching opera, with a creaky door's chorus joining in as it opens and shuts.","A cat's anguished meow, requesting an encore for silence.","A cat sings the blues, taking a dramatic pause before embracing silence.","Two feisty felines in a growling duet, with a door slam as the grand finale.","A duo of growling cats, battling for the door-closing solo performance."
chainsaw vs chestnut tree.wav,"A chainsaw chomps a twig, goes mute, then awakens like a sleepy lumberjack after a coffee break.","Chainsaw nibbles a branch, takes a brief nap, then returns jazzed up like it's audition night at the comedy club.","Someone outdoors, wood whisperer or bush barber, giving nature a surprise haircut.",A wannabe carpenter auditioning for Mother Nature's talent show by sawing wood in the great outdoors.,Tree branches get a surprise chainsaw makeover; now sporting the latest in leafless fashion.
Changing Room.wav,"Water's ongoing chat, door slam echoing like comedy night, and a hand dryer playing backup.","Showers create the band while lockers form percussion, and a hairdryer solo steals the show.","Door-closing symphony meets hand dryer beatboxing, a quirky duet.",Wet room becomes party central with locker door dancing and hairdryer DJ vibes.,"Eternal water gossip, doors playing echo tag, and hand dryer machines joining the chorus."
Walking shingle beach.wav,"Footsteps on open terrain, tap dancing with Mother Nature.","Strolling into the forest, a leaf-crushing party of one.",Forest walk turns into a symphony of crunchy leaves.,"Open terrain, where footsteps sing their own acapella.",Raking leaves: nature's version of playing the maracas.
Truck starts and stops_edit.wav,"A car engine wakes up, stretches, then decides to change outfits before hitting the road.",A car comes to life like Frankenstein's monster before taking its first steps.,"A car's engine wakes up groggily, heats its breakfast, then slips into gear for the day.","Vehicle engine throws a party, then politely closes the door after some time.","Vehicle engine starts humming, then plays a game of shut the door with itself."
Manipulated Sink Water Sound.wav,"A band saw slices wood like a chef chopping onions, but don't try that at home!",The high-speed shaft is a noisy orchestra of spinning chaos!,That distant electric saw buzzes like an eager bee chasing dreams!,"An electric saw, distantly humming - the secret soundtrack of suburban life!",A band saw cutting thin wood - now that's the sound of a disciplined diet!
Creepy old elevator 2.wav,"A background of mechanical shuffling, like a robot disco, accompanies door-squeak solos and door-slam finales.","A squeaky machine silenced, leaving only a background symphony of aggressive percussion bangs.","The squeaky machine halts, the banging noises continue like a clumsy drum solo in the background.",The steel door's grand opening-closing act: forcefully yanked open and slammed shut with dramatic flair.,"Door hinges sing high-pitched squeaks and doors add slamming beats, while mechanical shuffling sets the dance floor vibe."
Water_Lapping_River.wav,"Lazy waves barely reaching the beach, like they hit the snooze button too many times.","Water teasing the shore, inching forward like a shy crab.","A fish tail-whipping the air, thinking it's in a breakdance battle with the fishing pole.","Water flirting with a boat, giving gentle lapping kisses as it's pulled away.",A boat being playfully tickled by water laps as it's pulled along.
Loading old cobbles.wav,"Forklift operator, the maestro of motorized madness! ","Engine's idle purr, a cat's lullaby on steroids.","Chugging engine, like a caffeinated hummingbird.","Industrial machine, bulldozer's tire orchestra.","Forklift operators, heavyweight machinery ballet."
Marker on paper.wav,The magic marker squeaks like a mouse begging for mercy as it's drawn on paper.,"A squeaky magic marker, sounds like it's auditioning for a haunted house.","Scraping paint off wood, a symphony of DIY chaos.","Big felt head marker drawing on paper, musical masterpiece or nails on a chalkboard?","A big felt head marker on paper, perhaps preparing for its debut in an irritating sound compilation."
Cityscape 05 090617.wav,"A gentle breeze whispers, while waves stage a dramatic entrance on the shoreline.",A mighty wind huffs and puffs like the Big Bad Wolf trying to blow your house down.,Distant highway traffic hums like ants marching off to a never-ending picnic.,"Rain pitter-patters on the highway, cars zooming past like ants racing in puddles.",Waves hold a splash party on the shore as the wind casually mingles in the background.
Cityscape Compounded 01.wav,"Unrelenting rain pours down, like the clouds are having a relentless water-balloon fight!",Water gracefully leaps from the waterfall into the river like an aquatic acrobat.,"Water from the waterfall gathers at the bottom, like nature's very own pool party.","A waterway rushes silently, stealthily, as if it's a secret agent on a mission to reach the sea.","The water zips through the quiet waterway, setting a world record for fastest liquid marathoner."
CoffeeGrinder_111212.wav,"A blender's whirring tirelessly, creating the world's longest smoothie. ","This blender's mixing non-stop, auditioning for a cooking show!","A persistent electric drill strains, desperately seeking a coffee break.",An electronic sander or tiny saw serenades us with power tool tunes.,A sander or mini saw belts out its electronic opera.
Metal handle on wooden box.wav,"A desperate artist resorting to a screwdriver to access their paint supply, like a wannabe MacGyver.",A screwdriver turning a screw like a DJ spinning an under construction beat.,"A symphony of creaks and squeaks, like rusty mice breakdancing on an old floorboard.",Picasso's lesser-known technique: using a screwdriver to open paint cans and unleash his creativity.,Cranking the screw with a screwdriver - a DIY maestro conducting their magnum opus.
Drop Coin into Glass.wav,"Quadruple item dive-bomb, crash-landing in their cozy container home.","Four instances of coins' glass cup plunge, making a liquid-like melody.","Coins performing a synchronized glass-table tango, in perfect harmony.","Coins play musical chairs, taking turns in their glass jar theater.","Coins auditioning for a glass jar orchestra, one by one, giving their best performance."
Train coming in.wav,"A train's approach, like a dramatic entrance, then bows out with a distant farewell.",A train plays peekaboo on the tracks as it whizzes by.,"A train zips past like a fleeting memory, disappearing into the horizon.",A tram full of weary commuters chugs along like a caterpillar on caffeine.,"An eager train bursts onto the scene, then shyly zooms away into obscurity."
forklift1.wav,"A giant truck beeps in reverse, stealing the limelight from background birds and people's gossip.",Truck's backup beeper joins the chorus of chattering birds and people's conversations.,"A huge truck plays the hokey pokey, going backward and forward like a confused dance move.","A massive truck moonwalks back and forth, taking a cue from a pop star.","A truck backs up in a symphony of men and machinery, creating an industrial ballet."
Teig ausrollen.wav,"A foot slides on the ground, gently massaging the planks like a wood whisperer.","A person boxing a heavy bag, teaching it a lesson for being so punchable.",A person smacking a heavy bag with the finesse of a boxing ballerina.,A table serenaded by the rhythmic love taps of a stick.,Someone introducing a stick to the table with multiple friendly whacks.
food_prep_1_cw.wav,Juggling glassware like a clumsy clown at a pottery convention.,Frying food with the finesse of a spatula-tossing kitchen ninja.,Frying and flinging the spatula like an overzealous chef on a game show.,Cooking and scraping the pan's bottom like an archaeologist digging for dinner.,Whipping up a dish while scraping the pan like a culinary DJ scratching vinyl records.
Water in a canal.wav,A blowtorch blasting heat like an angry dragon on a never-ending breath.,"A relentless blowtorch, firing heat like an overzealous chef in a flambe cooking contest.","An airplane zipping through the sky, as if it's riding a crystal-clear invisible highway.","Critters gossiping loudly during a windstorm, nature's version of a heated debate.","An underground tunnel echoes rushing water, like secret whispers amongst subterranean dwellers."
cordsAndPaper.wav,Paper shuffling sounds like a clumsy origami master's workshop.,Rustling paper - when a clumsy librarian starts breakdancing.,"Rough paper fumbling, the soundtrack of a disorganized student's life.","Rustling and crumpling pages, nature's way of applauding a good book.","Flipping and crumbling newspaper, the symphony of a busy morning commute."
Cornell Big Cheer.wav,"A crowd roars with laughter as the music ends, like a standing ovation for a one-man kazoo band.","The song finishes, and people clap and cheer, making it sound like a mariachi band at a mime convention.","Music fades, applause bursts like popcorn in a stadium, distant horn joins, then the clapping tapers off into silence.","The music stops playing, a lonely horn echoes in the distance as the applause fades like a shy comedian's career.",Folks applaud musicians like they've just witnessed Beethoven's deaf cat perform its first piano concerto.
TIKTOK_1.wav,"A clock ticks like thunder, with a timid alarm trying to get a word in edgewise.","The clock's ticks booms, while the alarm shyly whispers, Hey, remember me?","A frantic clock ticking like it's racing against time itself, and winning!",A clock ticking away like it's drumming for a marching band – rhythmically and loud!,"A machine ticking relentlessly – the Energizer Bunny of audio, never giving up!"
crackling-rain-fire.wav,"Hail's audition for a musical: constant pitch and frequency, encore!","Hail's got rhythm, consistent pitch and frequency in its routine.",Sharp rain meets plastic: an impromptu tap dance performance!,Raining with a sharp twist on plastic: nature's percussionist.,Constant heavy rain stars in Plastic Sheeting: The Splashening.
creaking dishwasher_2.wav,A massive metal door's life: a squeaky open-and-shut case!,"Metal gate creaks, reminding you of your joints on a cold morning.","Huge metal door: open, shut, repeat - a giant's game of peekaboo.",A symphony of squeaking: the great metal gate & door opening finale.,"Opening and closing metal gates, the soundtrack of an indecisive jailer."
creeeeek-GAIN_01.wav,"A door squeaks like a mouse, mocking your attempts to sneak in unnoticed.","The rocking chair groans, reliving its ancient past with each sway.","A creaky chair exposes your every move like an old, gossipy neighbor.",Creaky chair calls you out: Sit still or I'll spill your secrets!,"The wooden rocking chair sings its nostalgic lullaby, one creak at a time."
trenecito_maqueta.wav,"Factory machine hums, workers gossip like it's an office water cooler.",Whirring machine and chatting folks: a party for robots and humans!,"Mechanical whirring meets chatty room, creating a steampunk symphony.","Farm machinery stalls, background chatter becomes the main attraction.","Metals clang in harmony, while humans provide the conversational soundtrack."
squirrel upset.wav,"A bird's solo is interrupted by a chirping bird choir in the background, all auditioning for the next Disney movie.","A nearby chirping bird, joined by its background backup singers, is trying to form a new winged band.","Birds at a distance sing, harmonizing with waves crashing on an empty beach, creating nature's symphony.","Squirrels, frogs, and birds gather near a stream, engaging in a critter talent show - everyone wants to be heard!","Squirrels, frogs, and birds orchestrate an animal jam session next to a stream, awaiting their forest Grammy awards."
crunchy_steps.wav,Ice crunches underfoot like a chilly snack for winter-loving giants.,"Ripping and bending wood, creaking like the limbs of a cranky tree.","Footsteps crackle on ice, a frosty symphony for the Arctic Orchestra.","Handling materials, a chaotic jumble that sounds like an orchestra tuning up.","Wood creaks as it bends, playing nature's version of Twist and Shout."
descending noise sweep.wav,"A plane nose-diving, like a flying squirrel audition gone horribly wrong. ","A falling plane, imitating a skydiver without a parachute.","A loud plane's approach, with a radio static soundtrack straight from Mars.","An airplane's lazy landing, as if it just woke up from a nap. ",An airplane descending like a cautious seagull trying not to splash into the water.
Thunder3.wav,"The wind roars like a lion, then quiets down as if it suddenly remembered it's a vegetarian.","A person inhales while the wind gusts, then both chill out like they're at a yoga retreat.","Wind attacks objects with the force of an overenthusiastic toddler, before taking a much-needed timeout.","The wind channels its inner rockstar, thrashes about, then decides it's time for a nap.","Wind and human breathe in harmony, creating a symphony of air flow that eventually calms down."
Deutz-Tractor-Engine-1972.wav,"A big truck roars to life, then zooms off like an oversized snail on a mission.",A mammoth truck awakens with a growl and takes off like it's late for a monster truck convention.,"An engine vrooms and fades away, like your neighbor's lawnmower in an epic race to the sunset.",A motorcycle starts with a lively purr and speeds away like a caffeinated cat on wheels.,"Motor revs up, and sounds like a spaceship blasting off into the unknown abyss of the horizon."
DIDGERIDOO 05.wav,A machine's distorted bass beats sound like a robot trying to dance salsa.,"Electric generator sings, mastering various pitchy tunes.",An electric sound generator channeling its inner opera diva.,This drone-like tune is elevator music's distant cousin.,"Music droning monotonously, like a bee with a terrible cold."
Diesel Engine Rattle.wav,"A generator hums steadily, like a robot snoring on the job.","A generator runs at a constant speed, as if stuck on cruise control.",A machine whirs loudly while soft footsteps sneak around like timid mice.,A persistent machine click-clacks like a determined woodpecker with a mechanical beak.,"This machine clicks relentlessly, as if auditioning for the role of an old typewriter."
LondonTraffic.wav,"A bus roars like an angry lion as it zooms down the road, spreading chaos in its wake.","A loud bus speeds down the highway, desperately seeking a bathroom break.",A choir of motor vehicles singing the song of their people as they parade down the road.,"Overhead traffic congestion turns the town into a giant game of Tetris, nobody's winning.","Motor vehicles race on the road, pretending to be in the Grand Prix, but with more honking."
"spring, road.wav","Raindrops hit the ground, creating a slow knocking like a lazy woodpecker's drum solo.","Rain falls gracefully while an upfront knocking steals the limelight, like an attention-hungry sibling.",Steady rainfall meets slow knocking - it's nature's percussionist creating a soggy beat.,"Rain cascades and our focus shifts to dripping, like a nosy neighbor eavesdropping on Mother Nature.","Rain performs its soothing symphony while knocking hogs the stage, playing a lead role in the foreground."
DlyFeedback.wav,"Buzzing quiets down, then evolves into a confident buzz, like a bee finding the perfect flower.",Synthesizer knobs create distorted noises like a robot throwing a tantrum.,"A person tickling a synthesizer, creating amusing bleeps and bloops.",A keyboard jam session with other instruments eagerly joining the party.,"Wind races through a tunnel, playing an unpredictable game of speed-tag."
Door.wav,"A door creaks open like a pirate's treasure chest, then fastens again with a snap louder than a slapstick routine.","Someone unlocks and shuts the door like a sneaky roommate stealing snacks, then plops the keys down, busted.",A piano top opens like a magical music box then slams shut with pieces sliding in like Tetris blocks.,"Wind howls like nature's opera singer, followed by metal items thrown like a clumsy robotic juggling act.","A door unlatches, creaking open like an old haunted house, then closes again leaving only eerie silence."
hort.wav,"Ice skater creates patterns, like a confused Picasso on ice.","Circling ice skater, a dizzying human fidget spinner.",Carousel kids and chatty future politicians at play.,"Playful carousel spins, a mini United Nations summit.","Coin avalanche amidst background gossip, the cashier's symphony."
train_passing_by_fresco.wav,"Skateboard on cement, like a ninja turtle breakdancing to the beat of traffic.","A slow-moving train, inching forward like a determined snail.","Train passing by, like a departing celebrity waving goodbye to fans.","Speedy train zips by, as if late for a superhero rendezvous.","Fast train on track, like an express delivery of comical chaos."
ShowerAndSoap.wav,"A symphony of bathroom noises: a squeaky door, a waterfall shower, and a toilet plunging performance!","Shower running, a mysterious washing ritual takes place – what could it be? The world's dirtiest sock?","Plunging toilet, squeaking door, and shower water – a bathroom orchestra at its finest!",A nose-blowing soloist joins the harmony of a shower and cabinet duet.,A shower serenade accompanied by the opening dresser act and a surprise nose-blowing finale!
walking down hall MIT mike closer to feet.wav,"A heavy-booted stomp down the hallway, imitating a dramatic entrance on the red carpet.","A rhythmic thud orchestra, crescendoing to a mild roar.","Footsteps sneaking closer, like a timid cat approaching treats.",Dull thuds - now louder - like a determined woodpecker's drum solo!,"Footsteps inching closer, as if playing a game of hide-and-seek."
water puddle.wav,A mixmaster DJ's blender changing speeds.,Wet surface hand taps make great slapstick sound effects.,"Light plop in shallow water, fish high-five?",Shallow water plop: aquatic creature belly flop contest.,"Wet surface hand taps, the soundtrack to playful puddle splashing."
Drumming on some trees.wav,"Knocking knuckles create a desk symphony, joined by floor-tapping feet for a toe-tapping good time.","Hands turn into musical maestros, tapping out a catchy tune on the nearest surface.","Fingers transforming into miniature drumsticks, composing a hand-tapped melody for all to enjoy.","Two plastic objects engage in a rhythmic table tap-off, battling to become the ultimate beat master.",A plastic percussion performance ensues as two objects tap-dance their way across the tabletop.
Streatham Railway Station and on a Train.wav,"A bus halts, welcoming passengers like a red carpet event for ordinary people.","A subway train arrives, gossiping passengers and steam jets create the ultimate underground symphony.",Chatty folks set the scene as a train pulls in for an unscheduled conversation pitstop.,"A train utilizing air brakes: the wheezy, asthmatic marathon runner of the transport world.","A train screeches along the track, its air brakes announcing its grand entrance like a royal trumpeter."
dutch_train_coming2.wav,"A bus screeches its brakes, like a giant trying to stop on roller skates.","A bus braking with a click, as if asking are we there yet? with its feet.","Keys jingling from a pocket, announcing one's presence like a personal theme song.","Two vehicles pass by, like dueling bands competing for the loudest soundcheck.","An engine roars closer, followed by a car that whispers, Catch me if you can!"
interference from wireless mouse on am radio.wav,The electronic source buzzes loudly like a chainsaw-wielding bumblebee on a rampage.,"A wild buzzing, a broken electronic source's attempt at dubstep.",An electrical feedback channeling its inner dial-up nostalgia.,"High-pitched static noise, like a chatty ghost seeking attention.","High-pitched static, the soundtrack for a haunted fax machine."
startupjetengine.wav,"That industrial engine's loud whirring is a mechanical opera, serenading the room with industrial charm.","An industrial engine's whirring inside a room, the soundtrack of a robot dance party.","A mechanical factory's sound goes high, the secret language of machines sharing their workplace gossip.","Power tools work on different projects, the DIY symphony of weekend warriors.","Power tools tackle various projects, giving life to the funky orchestra of home improvement."
LightRaininPinesMarch302013.wav,"Rain smacks the window like an angry wet cat, refusing to let up.",Raindrops play tag on surfaces as the sky softly weeps in the background.,Rain tap dances while thunder gives a shy round of applause.,"Rain sprints down, with thunder giving a slow clap of encouragement.",Big raindrops make a splash on the surface while a gentle drizzle cheers them on.
Evening Glade.wav,A massive bird caws in the woods like a forest party animal yelling shots!,"A hefty bird creates forest chaos, starting a noisy winged rebellion.",Numerous jungle birds gossip like feathery high school cliques.,"A jungle conference call, birds discuss flight patterns and worm prices.",Forest critters' vocal showdown: the animal kingdom's open mic night.
Evening suburban ambience.wav,"A car nears, embracing the night's buggy symphony.",Crickets serenade as traffic roars past like a stampede.,Night's insect orchestra crescendos with an approaching car solo.,Squeaks and squawks lead the vehicular whine parade amid windy gusts.,"Birds gossip loudly while a vehicle whines, crashing their windy party."
fallingrice1.wav,"Pinging noise from objects falling, like a clumsy musician playing the world's tiniest cymbals.","People dropping rocks into metal jars, practicing for the little-known rock-in-jar orchestra.","Putting rocks in a metal jar, as if trying to invent a new, less tasty cereal.","Multiple objects ping in a receptacle, like an overly enthusiastic rainstorm on a tin roof.","Dropping coins in a metallic container, the sound of a penny-pincher's favorite symphony."
Pebbles_Scrape_Drag_Foot.wav,"Feet shuffling on rocks, a walk that sounds like dancing with a clumsy boulder partner.","Struggling footsteps on rocky ground, like tap-dancing on a bed of nails.","A tiny shovel scoops grain, the DJ of the farm world scratching its agricultural vinyl.","A small shovel's grain hustle, playing hopscotch with its cereal-based buddies.","Sidestepping a sand and shingle hill, crunchy moonwalk on nature's gravel buffet."
"Fast food soda with ice, sip slurp straw.wav","Wooden box gets a surprise burp visit, as if it's hosting a symphony of indigestion.",Candy sorting with a side of burp; sounds like a gassy Willy Wonka factory tour.,Marble bag digging accompanied by a burp; it's like the marbles are summoning the gastrointestinal gods.,"Marbles extracted with a burp, a unique talent show act called The Digestive Magician.","Sipping straw, burping encore; it's like the world's tiniest and most hilarious beverage opera."
tram_prague_2stops_veryfewpeople_AMB_INT.wav,"A train plays its horn like a jazz musician while humming on the tracks, followed by an announcement system dropping some beats.","A train station with a train stopping as if it's asking for directions, and a voice gives it a life advice.","Subway trains pass by like race cars, and suddenly, a man on the intercom starts his stand-up comedy routine.","Trains glide into the station with bells ringing like it's a wild west showdown, and the wind joins in with gusty applause.","Wind whistles a tune as trains gracefully dance into the station, bells chiming like they're cheering on their favorite team."
glass a.wav,"A crystal glass squeals with joy, like a soprano in an opera, when fingers dance around its rim.","As fingers caress a crystal glass's edges, it belts out high notes like an opera singer auditioning.",High-pitched sound repeats like an overzealous karaoke singer stuck on the same note.,"Ear-piercing warning alarm, competing in the World's Most Annoying Sound Olympics.","Glass serenades us with the sound of friction, as if auditioning for a spot in a finger orchestra."
Field-Recording.LawnMower.4.wav,Gas lawnmower sound: the mower is having a wild party with the grass. ,"Lawnmower engine revs, racing the neighbor's snail.",Push mower sound: human-powered grass barber at work. ,Push mower in action: grass getting a fashionable haircut. ,Distant lawnmower: stealth mode activated for secret grass trimming.
International Harvester Scout II.wav,"Engine squeaks, like a mouse driving a tractor when failing to start.","Cars pass, mocking the struggling engine's hiccuping efforts.","Car stutters, train and voices gossip about its engine's performance anxiety.",Car begs for help from passing vehicles to kickstart its lazy engine.,"Voices and train cheer, betting on car's attempt to turn over."
Thunder burst with rain.wav,"Thunder cracks the sky like a boss, while rain tap dances on the pavement like it's auditioning for Broadway.","Loud thunder parties hard while rain tap dances non-stop on pavement, nature's got talent!","Rain pitter-patters on roof, windows join in, and thunder adds a dramatic drumroll for an epic weather jam session.","Thunder channels its inner rockstar, and rain sets the beat for a rooftop concert of epic proportions.","Thunder goes surprise boom!, raindrops play leaf maracas, and nature conducts its symphony with a smile."
foil_expanding_multiple.wav,Crumpling paper sounds like it's angrily breaking up with a pen.,"Aluminum or plastic screams in hand, begging for a recycling afterlife.",A fist creates an aluminum/plastic symphony of crunchiness.,Wrapping paper's noisy protest against gift giving season.,Paper sings a crackly ballad as it's crumpled into unique melodies.
FOLEY_Ext_Garbage_Hauling_001.wav,"Metal scraping on concrete, like a robot breakdancing on a sidewalk. ","A metal object dragging, sounding like an awkward robot tap dance. ","Truck engine roars, and there's a mysterious rolling object inside, a mechanic's lost bowling ball, perhaps? ","Playing a gravity run game, it's like guiding a drunk astronaut through space! ","A truck's rumbling engine with something rolling inside, the world's loudest maraca."
small town.wav,"A car zooms by, making conversations sound like a race between words and wheels.","Cars cruising on gravel, their motors humming a tune for rocky road ice cream enthusiasts.","Chatty folks barely noticed by a vehicle, the street's stealthy conversation-crasher.","A vehicle accelerates, driving by as people's words race to keep up.",Gossiping crowd gets photobombed by a vehicle's audio selfie as it passes.
Footsteps on Wet Pavement_1-2.wav,"Footsteps in dry leaves, like a clumsy DJ remixing nature's symphony. ",Door to the wild: A sidewalk and leaf-crunching symphony. ,Footsteps on leaves: nature's version of walking on bubble wrap. ,"Forest floor leaves crunch, a.k.a. the ultimate stealth-mode fail. ",Walking on dry leaves: Mother Nature's squeaky floorboard prank.
Footsteps outside - Including ambience.wav,"A walking tap dancer, seagulls' stand-up comedy, and a giggling human soundtrack.","Tap dancing pedestrian, gossiping seagulls, and background snickers unite!","Beach strolling tapster, seagull choir, and chatty photobombers.","Seagull DJs, a walking percussionist, and boardwalk whisperers make the scene.","Strolling beat-maker, feathered serenaders, and a laugh track on the sidewalk."
Footsteps Walking in Forest tractor in background-1.wav,"A man strolls into gravelly woods, fleeing a noisy machine like escaping a lawnmower-obsessed neighbor.",A person tiptoes on gravel while birds gossip loudly behind them.,"Person on gravel ground, surrounded by a bird choir audition gone wrong.","A sneaky human leaf-cruncher, moonwalking through autumn leaves.","Escaping machinery on gravel ground, as if fleeing from a clingy robot vacuum."
Park 3.wav,"Birds perform a musical, while someone tap dances down the path.",Feathered band serenades as a speed-walker makes the nature runway his own.,Chirpy choir sets nature's stage as secret agent footsteps make their crunching debut.,"Sneaky steps on nature's sandpaper and chirping background singers, with a bass hum finale!","Crunchy catwalk with chirpy bird accompaniment, ending in a mysterious hum encore."
sw_SolitaryCricket_NR_01.wav,"A bug's solo chirp becomes a remix, making you wonder if it's DJ Bug in the house.",A bird's chirping goes from casual banter to an unstoppable gossip session.,"A small insect's consistent chirp is the metronome of the bug world, keeping them all in rhythm.","A cricket warms up with a timid chirp, then starts belting out a power ballad.","A cricket practices its stand-up routine, starting with soft punchlines and building up to showstoppers."
fountain.wav,A downpour of leafy laughter in the woods as a brave soul tiptoes through nature's shower.,"Strolling under nature's percussion, footsteps harmonizing with falling raindrops' rhythm.",The river's playful splashes serenade the rocks below like an aquatic rock band.,Water crashing onto rocks like a river DJ dropping the beat at a wild party.,"Skyscraper gets a rhythmic rain massage, proving even buildings need a spa day."
FREEZER_DOOR_OPEN_CLOSE.wav,"Knock-knock, who's there? A timid knock, then a man chatting before the grand finale - another knock!","Door shuts, man breaks silence, liquid flows - it's like a mysterious bar scene unfolding.",A man multitasks: pouring a drink while giving a speech - now that's liquid courage!,"Cabinet shuts, tap sings, man talks, and BAM - an item claims its spot. Kitchen orchestra at its finest.","Double-knock special: one bold, one shy. A pause to chat, then surprise - a third knock strikes!"
FrogsBlackHill.wav,"A frog choir croaking their hearts out, like an amphibious boy band.","Nighttime insect orchestra, playing the symphony of the crickets.",Crickets chirp alongside a phone-addicted human's tapping symphony.,Frogapalooza: hundreds of croaking crooners performing their nightly concert.,"Cricket and insect nightlife convention, chirping and buzzing away."
Grinding sugar.wav,"A matchstick scratches concrete, like a tiny, fiery DJ spinning records at a construction site party.","Walking through dry leaves, the crunch orchestra invites squirrels as backup dancers.","An object dragged on a wavy surface, like a seasick skateboarder's struggle to ride the wave.",Dragging object over edges – like a clumsy cook grating cheese on the world's angriest cheese grater.,Chip bag rustles and crunches – it's the soundtrack to a snack-addicted ninja's midnight feast.
